unit_name,analysisEpoch,spikeTimes_1,spikeTimes_2,spikeTimes_3,spikeTimes_4,spikeTimes_5,nSpikes,firingRate,trial_index,stmFreq,stmFreqIndx,timewin_s
MrCassius-190328_D2_AC_R2_u021,stimOn,24.303039997234,,,,,1,7.8740157480315,255,800,13,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,24.2766399990069,60.8129599990207,,,,2,15.748031496063,256,400,9,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,257,3200,21,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,258,15221.8510720348,30,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,23.9595200003241,29.5710400003591,,,,2,15.748031496063,259,565.685424949238,11,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,260,237.841423000544,6,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,261,9050.96679918781,27,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,262,6400,25,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,263,282.842712474619,7,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,264,2262.74169979695,19,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,265,1600,17,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,266,10763.4741152475,28,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,267,12800,29,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,268,1131.37084989848,15,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,269,141.421356237309,3,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,270,1345.43426440594,16,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,271,168.179283050743,4,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,23.1537600007141,39.9064000007347,58.6251200007391,,,3,23.6220472440945,272,475.682846001088,10,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,56.0758399942424,,,,,1,7.8740157480315,273,282.842712474619,7,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,274,141.421356237309,3,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,275,1131.37084989848,15,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,276,7610.92553601741,26,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,277,12800,29,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,45.2585599998129,,,,,1,7.8740157480315,278,118.920711500272,2,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,27.1473599962192,31.3252799962065,59.014239996206,66.6327999962377,68.1073599961819,5,39.3700787401575,279,400,9,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,280,800,13,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,281,1902.73138400435,18,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,282,15221.8510720348,30,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,283,237.841423000544,6,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,32.7643199972808,34.320799997251,,,,2,15.748031496063,284,1600,17,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,285,10763.4741152475,28,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,286,4525.4833995939,23,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,16.2854399982025,23.5353599982336,,,,2,15.748031496063,287,672.717132202971,12,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,26.1598399973009,30.9931199973216,55.118559997296,85.7566399973002,,4,31.496062992126,288,336.358566101486,8,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,289,200,5,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,46.2764799975557,,,,,1,7.8740157480315,290,100,1,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,27.8081599968136,32.5595199968084,90.6817599968053,,,3,23.6220472440945,291,565.685424949238,11,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,292,5381.73705762377,24,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,293,9050.96679918781,27,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,294,2262.74169979695,19,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,295,1345.43426440594,16,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,296,951.365692002177,14,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,297,6400,25,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,298,3200,21,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,299,2690.86852881189,20,0.127
MrCassius-190328_D2_AC_R2_u021,stimOn,,,,,,0,0,300,3805.46276800871,22,0.127
